"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=989772,989744,989735,989746,989749,989743,989757,989741,989753,989732,989752,989737,989751,989776,989736,989742,989734,989761,989759,878175,878191,878202,878176,878195,878187,878182,878197,878184,878203,878193,878199,878189,878174,878194,878200,878190,878178,878181,878188,878185,878204,878192,878201,878179,878177,878186,878196,878180,878198,7806353,5995754,5995753,5466913,5466922,1552987,7806321,7806324,7806317,7806318,7806347,7806354,7806319,7806355,7806320,6204979,6205040,6204971,5995752,5995751,5995748,5995810,5995749,5995750,5995809,5466954,5466883,5466900,5466891,5466935,5466944,5466885,1553022,989780,878205,6812530,7918908,7914997,7847319,7911704,7907493,7899857,7903624,7897550,7889916,7887971,7889559,7888968,7888593,7886135,7884610",2017/05/04 20:35:59
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Concept combination, emergence and abduction","P. D. Bruza","Queensland University of Technology Australia","2010 International Conference on Information Retrieval & Knowledge Management (CAMP)","20100520","2010","","","1","4","Consider the concept combination Â¿pet humanÂ¿. Human subjects readily ascribe the property Â¿slaveÂ¿ to this combination when it is not an associate ascribed to Â¿petÂ¿, or Â¿humanÂ¿ in isolation. Such emergent associations sometimes have a creative character and cognitive science is largely silent about how we produce them. Departing from a three-level model of cognition, this presentation will explore concept combinations, and will argue emergent associations are a result of abductive reasoning within conceptual space, that is, below the symbolic level of cognition. A tensor based approach is used to model concept combinations allowing such combinations to be conceived as interacting quantum systems. Free association norm data is used to motivate the underlying basis of the conceptual space. In this way it will be shown how some concept combinations behave like quantum-entangled particles, and empirical experiments will be reported which attempt to verify the existence of non-separable concept combinations in cognition. It is conjectured there may be a connection between the nonseparability of a concept combination and its propensity to yield emergent associates. Broadly speaking, this presentation takes the position that emergent technologies for Â¿exploring the invisible worldÂ¿ will need to be aligned with human cognition and that quantum models of cognition may provide an innovative and fruitful theoretical basis for such emergent technologies.","","Electronic:978-1-4244-5652-9; POD:978-1-4244-5650-5","10.1109/INFRKM.2010.5466900","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5466900","","","cognition;inference mechanisms;quantum computing","abductive reasoning;cognition model;cognitive science;concept combination;conceptual space;emergent associations;free association norm data;interacting quantum systems;quantum-entangled particles;tensor based approach","","0","","19","","","17-18 March 2010","","IEEE","IEEE Conference Publications"
"KIRA: A System for Knowledge-Based Access to Multimedia Art Collections","F. Amato; V. Moscato; A. Picariello; G. Sperlí","DIETI, Univ. of Naples `'Federico II&#x201D;, Naples, Italy","2017 IEEE 11th International Conference on Semantic Computing (ICSC)","20170330","2017","","","338","343","One of the most important research area that during the last decade has taken advantage by the multimedia technologies is certainly the Cultural Heritage Information Management. In this paper, we present KIRA (Knowledge-based Information Retrieval from Art collections), a system to query, browse and analyze cultural digital contents from a set of distributed and heterogeneous multimedia repositories. KIRA provides all the necessary retrieval and presentation functionalities to search information of interest and present it to the users in a suitable format and according to their needs. By means of a set of ad-hoc APIs, our system can also support several applications: mobile multimedia guides for cultural environments, web portals to promote the cultural heritage of a given organization, multimedia recommender and storytelling systems and so on. We describe the main ideas that support the system, showing its use for several applications.","","Electronic:978-1-5090-4284-5; POD:978-1-5090-4285-2","10.1109/ICSC.2017.59","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7889559","Cultural Heritage;Information Retrieval;Multimedia","Cultural differences;Data models;Knowledge based systems;Multimedia communication;Ontologies;Semantics","application program interfaces;art;history;information management;knowledge based systems;multimedia computing;query processing","KIRA;adhoc APIs;cultural heritage information management;knowledge based access;knowledge based information retrieval from art collections;multimedia art collections;query","","","","","","","Jan. 30 2017-Feb. 1 2017","","IEEE","IEEE Conference Publications"
"Cross-language information extraction and auto evaluation for OOV term translations","J. Qu; L. M. Nguyen; A. Shimazu","School of Information Technology, Shinawatra University, Pathum Thani, Thailand","China Communications","20170417","2016","13","12","277","296","OOV term translation plays an important role in natural language processing. Although many researchers in the past have endeavored to solve the OOV term translation problems, but none existing methods offer definition or context information of OOV terms. Furthermore, non-existing methods focus on cross-language definition retrieval for OOV terms. Never the less, it has always been so difficult to evaluate the correctness of an OOV term translation without domain specific knowledge and correct references. Our English definition ranking method differentiate the types of OOV terms, and applies different methods for translation extraction. Our English definition ranking method also extracts multilingual context information and monolingual definitions of OOV terms. In addition, we propose a novel cross-language definition retrieval system for OOV terms. Never the less, we propose an auto re-evaluation method to evaluate the correctness of OOV translations and definitions. Our methods achieve high performances against existing methods.","1673-5447;16735447","","10.1109/CC.2016.7897550","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7897550","Term translation;auto re-evaluation;cross-lingual definition extraction;definition extraction;multilingual information retrieval","Context;Data mining;Dictionaries;Internet;Natural language processing;Pattern matching","information retrieval;language translation;natural language processing","English definition ranking method;OOV term translations;auto reevaluation method;cross-language definition retrieval system;cross-language information extraction;monolingual definitions extraction;multilingual context information extraction;natural language processing;translation extraction","","","","","","","December 2016","","IEEE","IEEE Journals & Magazines"
"Online construction of subsequence automata for multiple texts","H. Hoshino; A. Shinohara; M. Takeda; S. Arikawa","Dept. of Inf., Kyushu Univ., Fukuoka, Japan","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","146","152","We consider a deterministic finite automaton which accepts all subsequences of a set of texts, called subsequence automaton. We show an online algorithm for constructing a subsequence automaton for a set of texts. It runs in O(|Σ|(m+k)+N) time using O(|Σ|m) space, where |Σ| is the size of alphabet, m is the size of the resulting subsequence automaton, k is the number of texts, and N is the total length of texts. It can be used to preprocess a given set S of texts in such a way that for any query ω ∈ Σ*, returns in O(|ω|) time the number of texts in S which contain ω as a subsequence. We also show an upper bound of the size of automaton compared to the minimum automaton","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878190","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878190","","Automata;Computational complexity;Data structures;Gain measurement;Informatics;Machine learning;Machine learning algorithms;Text recognition;Upper bound","computational complexity;deterministic automata;finite automata;query processing;set theory;text analysis","alphabet;deterministic finite automaton;minimum automaton;multiple texts;online algorithm;online construction;preprocessing;subsequence automata;subsequence automaton","","2","1","15","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"A survey of longest common subsequence algorithms","L. Bergroth; H. Hakonen; T. Raita","Dept. of Comput. Sci., Turku Univ., Finland","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","39","48","The aim of this paper is to give a comprehensive comparison of well-known longest common subsequence algorithms (for two input strings) and study their behaviour in various application environments. The performance of the methods depends heavily on the properties of the problem instance as well as the supporting data structures used in the implementation. We want to make also a clear distinction between methods that determine the actual lcs and those calculating only its length, since the execution time and more importantly, the space demand depends crucially on the type of the task. To our knowledge, this is the first time this kind of survey has been done. Due to the page limits, the paper gives only a coarse overview of the performance of the algorithms; more detailed studies are reported elsewhere","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878178","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878178","","Application software;Books;Computer science;Costs;DNA;Data structures;Dictionaries;Error correction;Proteins;Sequences","data structures;software performance evaluation;string matching","algorithm performance;data structures;execution time;longest common subsequence algorithms;string comparison;string matching","","107","3","40","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"A subquadratic algorithm for cluster and outlier detection in massive metric data","E. Chavez","Universidad Michoacana","Proceedings Eighth Symposium on String Processing and Information Retrieval","20050627","2001","","","46","58","The problem of cluster and outlier detection is a classic problem of non-parametric statistics. In recent times the need for cluster analysis in massive multimedia data sets (terabytes of data sampled from a metric space) have demonstrated the need for solutions both in the sense of being capable of automatic clustering metric data and at reasonable speed. Since cluster properties involve the relationship between each pair of data set elements, a good clustering algorithm must examine (in principle) every distance pair and hence has quadratic complexity. An appealing trend to achieve subquadratic complexity is either a) to use an approximation for a classic clustering algorithm or b) to design a new algorithm for clustering. This paper presents a new clustering algorithm performing O<sup>(n<sup>1+α</sup>)</sup> distance computations (the operation ofleading complexity), with 0 ⩽ α ⩽ 1 a constant depending on the intrinsic dimension of the sample data. The algorithm can detect outliers in the sample data and, if desired, it can produce a hierarchical structure (a dendogram) pointing to clusters at different resolutions.","","POD:0-7695-1192-9","10.1109/SPIRE.2001.989736","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989736","","Algorithm design and analysis;Approximation algorithms;Clustering algorithms;Clustering methods;Databases;Extraterrestrial measurements;Inverse problems;Partitioning algorithms;Shape;Statistics","","","","0","","15","","","13-15 Nov. 2001","","IEEE","IEEE Conference Publications"
"Computing with membranes: P systems with worm-objects","J. Castellanos; G. Paun; A. Rodriguez-Paton","Fac. de Inf., Campus de Montegancedo, Madrid, Spain","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","65","74","We consider a combination of P systems with objects described by symbols with P systems with objects described by strings. Namely, we work with multisets of strings and consider as the result of a computation the number of strings in a given output membrane. The strings (also called worms) are processed by replication, splitting, mutation, and recombination; no priority among rules and no other ingredient is used. In these circumstances, it is proved that: (1) P systems of this type can generate all recursively enumerable sets of numbers; and moreover, (2) the Hamiltonian Path Problem in a directed graph can be solved in quadratic time, while the SAT problem can be solved in linear time. The interest of the latter result comes from the fact that it is the first time that a polynomial solution to an NP-complete problem has been obtained in the P system framework without making use of the (non-realistic) operation of membrane division","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878181","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878181","","Biomembranes;Content addressable storage;Control system synthesis;Genetic mutations;Mathematics;Parallel processing;Polynomials;Regions;Skin;Splicing","computability;computational complexity;concurrency theory;directed graphs;group theory;membrane theory;set theory;string theory;theorem proving","Hamiltonian Path Problem;NP-complete problem;P systems;SAT problem;directed graph;linear time;membrane division;output membrane;polynomial solution;quadratic time;recursively enumerable sets;string multisets;symbols;worm-objects","","1","","17","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Organisation","","","2011 International Conference on Semantic Technology and Information Retrieval","20110822","2011","","","viii","viii","Provides a listing of current committee members and society officers.","2166-0697;21660697","Electronic:978-1-61284-353-7; POD:978-1-61284-354-4","10.1109/STAIR.2011.5995754","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5995754","","","","","","0","","","","","28-29 June 2011","","IEEE","IEEE Conference Publications"
"[Copyright notice]","","","2011 International Conference on Semantic Technology and Information Retrieval","20110822","2011","","","1","1","","2166-0697;21660697","Electronic:978-1-61284-353-7; POD:978-1-61284-354-4","10.1109/STAIR.2011.5995751","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5995751","","","","","","0","","","","","28-29 June 2011","","IEEE","IEEE Conference Publications"
"[Front cover]","","","2011 International Conference on Semantic Technology and Information Retrieval","20110822","2011","","","c1","c1","Presents the front cover or splash screen of the proceedings.","2166-0697;21660697","Electronic:978-1-61284-353-7; POD:978-1-61284-354-4","10.1109/STAIR.2011.5995748","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5995748","","","","","","0","","","","","28-29 June 2011","","IEEE","IEEE Conference Publications"
"Fully compressed pattern matching algorithm for balanced straight-line programs","M. Hirao; A. Shinohara; M. Takeda; S. Arikawa","Dept. of Inf., Kyushu Univ., Fukuoka, Japan","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","132","138","We consider a fully compressed pattern matching problem, where both text T and pattern P are given by its succinct representation, in terms of straight-line programs and its variant. The length of the text T and pattern P may grow exponentially with respect to its description size n and m, respectively. The best known algorithm for the problems runs in O(n<sup>2</sup>m<sup>2</sup>) time using O(nm) space. The authors introduce a variant of straight-line programs, called balanced straight-line programs so that we establish a faster fully compressed pattern matching algorithm. Although the compression ratio of balanced straight-line programs may be worse than the original straight-line programs, they can still express exponentially long strings. Our algorithm runs in O(nm) time using O(nm) space","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878188","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878188","","Binary trees;Encoding;Informatics;Pattern matching;Time measurement","computational complexity;data compression;pattern matching;text analysis","balanced straight-line programs;compression ratio;description size;exponentially long strings;faster fully compressed pattern matching algorithm;fully compressed pattern matching algorithm;fully compressed pattern matching problem;succinct representation","","0","","10","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"[Blank page]","","","2011 International Conference on Semantic Technology and Information Retrieval","20110822","2011","","","c4","c4","This page or pages intentionally left blank.","2166-0697;21660697","Electronic:978-1-61284-353-7; POD:978-1-61284-354-4","10.1109/STAIR.2011.5995810","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5995810","","","","","","0","","","","","28-29 June 2011","","IEEE","IEEE Conference Publications"
"Ambiguity in patent vocabulary: Experiments with clarity scores for claims and descriptions","J. Bertram; T. Mandl","Information Science, University of Hildesheim, Germany","2017 9th International Conference on Knowledge and Smart Technology (KST)","20170327","2017","","","365","370","The ambiguity of query terms is a major obstacle for performance in information retrieval. Clarity or ambiguity scores measure how often terms appear together with different other terms by applying the Kullback-Leibler Divergence. These scores have been used to predict the performance of queries. We calculated the clarity scores within a large patent collection and compared the ambiguity of terms selected form claims and description within the same and within the other field.","","Electronic:978-1-4673-9077-4; POD:978-1-4673-9078-1","10.1109/KST.2017.7886135","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7886135","Ambiguity Measures;Clarity Scores;Information Retrieval;Patent Analysis;Technical Vocabulary","Law;Patents;Smoothing methods;Terminology;Vocabulary","patents;query processing;vocabulary","Kullback-Leibler divergence;ambiguity scores;clarity scores;information retrieval;patent vocabulary;query term ambiguity","","","","","","","1-4 Feb. 2017","","IEEE","IEEE Conference Publications"
"Fast calculation of optimal strategies for searching with non-uniform costs","R. L. Milidiu; A. A. Pessoa; E. S. Laber; R. P. Renteria","Dept. de Inf., PUC-Rio, Brazil","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","229","235","Proposes an algorithm for finding a binary search tree that minimizes the worst-case cost when the access costs are non-uniform and depend on the last accessed key. For this kind of problem, which is commonly found when accessing data stored on magnetic or optical disks, we present an algorithm that finds an optimal search strategy with an expected running time of O(n<sup>2</sup>log n), under some reasonable assumptions on the cost matrix. It is worth mentioning that the best previous algorithm for this problem runs in Θ(n<sup>3</sup>) time","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878199","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878199","","Binary search trees;Cost function;Databases;Linear matrix inequalities","computational complexity;disc storage;information retrieval;minimisation;tree searching","NUMA;binary search tree;cost matrix;expected running time;last accessed key;magnetic disks;nonuniform access costs;optical disks;optimal search strategies;worst-case cost minimization","","0","","8","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Content-based retrieval from image databases: Colour, compression, and browsing","G. Schaefer","Department of Science Loughborough University Loughborough, U.K.","2010 International Conference on Information Retrieval & Knowledge Management (CAMP)","20100520","2010","","","5","10","Content-based image retrieval (CBIR) has been an active research area for the last two decades and much progress has been made in that time. However, there are still many challenges to be overcome and in this paper we highlight some of these together with some approaches that we have developed to address these problems. In particular, we focus on the issues of colour (or more precise colour variance), image compression, and image database browsing. While colour features are the most widely used image descriptors for CBIR, colour is not necessarily a stable cue as it also depends on various image capture conditions. Colour invariants are features designed to be robust with respect to these confounding factors. Image compression, which is typically applied to most images in use, leads to both processing overheads but also to a small but noticeable drop in retrieval performance. To address these problems, we have developed image retrieval techniques that operate directly in the compressed domain, yet provide better retrieval performance than many standard CBIR techniques. Finally, we look at browsing systems as an alternative approach to dealing with large image databases. The hue sphere browsing system that we have developed organises images on a spherical visualisation space so that visually similar images are located close to each other, and provides powerful interaction tools that aid in exploring the visualised image collections.","","Electronic:978-1-4244-5652-9; POD:978-1-4244-5650-5","10.1109/INFRKM.2010.5466891","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5466891","CVPIC;Content-based image retrieval;colour;colour invariance;compressed-domain retrieval;hue sphere browsing;image compression;image database browsing;image databases","","content-based retrieval;data compression;image coding;image colour analysis;visual databases","CBIR techniques;colour features;colour invariants;content-based image retrieval;hue sphere browsing system;image compression;image database","","6","","50","","","17-18 March 2010","","IEEE","IEEE Conference Publications"
"Committee","","","2010 International Conference on Information Retrieval & Knowledge Management (CAMP)","20100520","2010","","","x","xiii","Provides a listing of current committee members.","","Electronic:978-1-4244-5652-9; POD:978-1-4244-5650-5","10.1109/INFRKM.2010.5466913","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5466913","","","","","","0","","","","","17-18 March 2010","","IEEE","IEEE Conference Publications"
"One approach to the solution of subject search problem of electronic educational resources on the Internet","D. V. Grinchenkov; D. N. Kushchiy; A. V. Kolomiets","Platov South-Russian State Polytechnic University (NPI), Novocherkassk, Russia","2016 2nd International Conference on Industrial Engineering, Applications and Manufacturing (ICIEAM)","20170427","2016","","","1","4","In the article, relevance of system development of subject search of electronic educational resources on the Internet using computational linguistics is proved. The basic principles of system functioning are defined. The way of query view is considered. The practical problem of semantic optimization of inquiry consisting in creation of templates of collocations in the context of the considered discipline is solved. The comparison of principles of texts semantic proximity in a natural language and results ranging of information search is done. The comparison of efficiency of simulated system functioning and traditional information retrieval systems to assess the developed models efficiency and algorithms is carried out.","","Electronic:978-1-5090-1322-7; POD:978-1-5090-1323-4","10.1109/ICIEAM.2016.7911704","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7911704","information resources;information retrieval;semantic web;web search","Computational linguistics;Distance measurement;Industrial engineering;Internet;Mathematical model;Search problems;Semantics","","","","","","","","","19-20 May 2016","","IEEE","IEEE Conference Publications"
"Web service discovery based on IR models: A review","A. Paul; S. Roy; M. Hussain","Department of Comp. Sc. & Engg., Assam University, Silchar, Assam, India","2016 International Conference on Communication and Electronics Systems (ICCES)","20170330","2016","","","1","6","Web service discovery is one of the major research thrust areas in the field of computing environment. From last decade, a good number of researchers are contributing their thoughts in finding the best available service from a pool of services that can satisfy the user's requirement. Different researchers have adopted different methodologies and ideas to visualize their noble thoughts in the field of web service discovery. Information retrieval methods are one of them. Utilization of IR methods in service discovery approaches makes the discovery process efficient. In this paper, we focus on those service discovery approaches which employ information retrieval methods for the purpose of automatic discovery. This paper provides a survey of how these approaches differ from each other while discovering a service.","","DVD:978-1-5090-1064-6; Electronic:978-1-5090-1066-0; POD:978-1-5090-1067-7; Paper:978-1-5090-1065-3","10.1109/CESYS.2016.7889916","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7889916","Information Retrieval etc;Web Service Discovery","Information retrieval;Probabilistic logic;Semantics;Service-oriented architecture;Simple object access protocol;XML","Web services;information retrieval","IR models;Web service discovery;automatic discovery;information retrieval methods","","","","","","","21-22 Oct. 2016","","IEEE","IEEE Conference Publications"
"New approaches to information management: attribute-centric data systems","R. A. Baeza-Yates; T. Jones; G. J. Rawlins","Dept. of Comput. Sci., Chile Univ., Santiago, Chile","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","17","27","Trying to find information on the Web is like trying to find something at a jumble sale: it is fun, and you can make serendipitous discoveries, but for directed search it is better to go to a department store; there, someone has already done most of the arranging for you. Unfortunately, the Web's continuing explosion in size, its enormous diversity of topics, and its great volatility, make unaided human indexing impossible. This problem is just a special case of the general problem of organizing information to create knowledge. A similar problem arises on the desktop when dealing with file systems, where users must search by name. When searching for a particular file, however, users often do not remember the file's name or location. File names are artifacts of current operating systems, but human understanding neither requires objects to be named, nor does it have problems with multiple objects sharing properties, names, for instance. That more general approach is not developed in current file systems or user interfaces. We argue for an approach to information representation based on the use of attributes and search. This representation is organization-neutral, thereby giving a flexible substrate for anyone to build multiple simultaneous organizations. We argue the approach from three perspectives: Attribute Value System (AVS), a networked storage system where objects are composed solely of attribute-value pairs; DomainView (DV), a desktop metaphor where objects do not have explicit names and retrieval is done by content; and KnownSpace (KS), a personalized desktop data manager","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878176","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878176","","Explosions;File systems;Humans;Indexing;Information management;Information representation;Marketing and sales;Operating systems;Organizing;User interfaces","Internet;information resources;information retrieval;user interfaces","Attribute Value System;DomainView;KnownSpace;World Wide Web;attribute-centric data systems;content based retrieval;desktop metaphor;directed search;file systems;indexing;information management;information representation;networked storage system;operating systems;personalized desktop data manager;user interfaces","","12","70","15","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"On using two-phase filtering in indexed approximate string matching with application to searching unique oligonucleotides","H. Hyyro","University of Tampere","Proceedings Eighth Symposium on String Processing and Information Retrieval","20050627","2001","","","84","95","We discuss using an indexing scheme to accelerate approximate search over a static text in the case of using unit cost edit distance as the measure of similarity between strings. First we generally consider the filtering criteria that can be used as a basis for the index, and then propose using filtering twice before the final checking phase. The last part consists of presenting an indexed approximate string matching application in bioinformatics, which is the search of unique oligonucleotides. We present practical comparisons and results for using different filtering schemes in this application. Our tests have involved a total of 15 different genomes, from which we present some results involving the largest two of these: The genome of Saccharomyces cerevisiae (baker's yeast) and a recent draft of the human genome, the latter being also the main target of the application.","","POD:0-7695-1192-9","10.1109/SPIRE.2001.989742","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989742","","Acceleration;Application software;Bioinformatics;Costs;Genomics;Indexing;Information filtering;Information filters;Matched filters;Pattern matching","","","","0","","26","","","13-15 Nov. 2001","","IEEE","IEEE Conference Publications"
"Rotation invariant histogram filters for similarity and distance measures between digital images","K. Fredriksson","Dept. of Comput. Sci., Helsinki Univ., Finland","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","105","115","Fast rotation invariant filtering algorithms are presented for speeding-up the search for the position of a given pattern template from a large image. The algorithms work for several distance/similarity measures. The algorithms give useful correlation information as such, and can be used as filtering algorithms for more sophisticated methods. The results are presented in the 2D case, but extensions to 3D are straightforward. The algorithms are based on color histograms computed from the pattern. A technique is described for pruning the filtered positions incrementally, using a simple, yet effective boundary that divides the search space in two","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878185","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878185","","Digital filters;Digital images;Filtering;Histograms;Image databases;Indexing;Pattern matching;Position measurement;Rotation measurement;Velocity measurement","distance measurement;filtering theory;image recognition;search problems","2D case;as filtering algorithms;color histograms;correlation information;digital images;distance measures;distance/similarity measures;fast rotation invariant filtering algorithms;filtered positions;large image;pattern template;rotation invariant histogram filters;search space","","1","","20","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"Relating web characteristics with link based web page ranking","R. Baeza-Yates; C. Castillo","Universidad de Chile","Proceedings Eighth Symposium on String Processing and Information Retrieval","20050627","2001","","","21","32","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00989734.png"" border=""0"">","","POD:0-7695-1192-9","10.1109/SPIRE.2001.989734","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=989734","","Algorithm design and analysis;Electronic mail;Humans;Scalability;Search engines;Uniform resource locators;Web pages;Web search","","","","7","9","11","","","13-15 Nov. 2001","","IEEE","IEEE Conference Publications"
"Implementing document ranking within a logical framework","D. E. Losada; A. Barreiro","Dept. of Comput. Sci., Univ. of A Corunna, Spain","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","188","198","Deals with the implementation of a logical model of information retrieval. Specifically, we present algorithms for document ranking within the belief revision framework. Therefore, the logical model that stands on the basis of our proposal can be efficiently implemented within realistic systems. Besides the inherent advantages introduced by logic, the expressiveness is extended with respect to classical systems because documents are represented as unrestricted propositional formulas. As well as representing classical vectors, the model can deal with partial descriptions of documents. Scenarios that can benefit from these more expressive representations are discussed","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878195","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878195","","Computational complexity;Computational modeling;Computer science;Information retrieval;Logic;Optical computing;Proposals","belief maintenance;formal logic;relevance feedback","belief revision;document ranking;expressive representations;information retrieval;logical framework;logical model;partial document descriptions;unrestricted propositional formulas;vector representation","","0","","20","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
"A PRAM-on-chip vision","U. Vishkin","University of Maryland Institute for Advanced Computer","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","260","260","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/00878204.png"" border=""0"">","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878204","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878204","","Algorithm design and analysis;Buildings;Computer architecture;Computer vision;Hardware;Parallel processing;Performance analysis;Phase change random access memory;Programming profession;Technological innovation","","","","0","","","","","2000","","IEEE","IEEE Conference Publications"
"Finding repeats with fixed gap","R. Kolpakov; G. Kucherov","Inst. for Inf. & Appl. Math., Moscow Univ., Russia","Proceedings Seventh International Symposium on String Processing and Information Retrieval. SPIRE 2000","20020806","2000","","","162","168","We propose an algorithm for finding, within a word, all pairs of occurrences of the same subword within a given distance r. The obtained complexity is O(n log r + S), where S is the size of the output. We also show how the algorithm can be modified in order to find all such pairs of occurrences separated by a given word. The solution uses an algorithm for finding all quasi-squares in two strings, a problem that generalizes the well-known problem of searching for squares","","POD:0-7695-0746-8","10.1109/SPIRE.2000.878192","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=878192","","Binary search trees;Biology computing;Combinatorial mathematics;Informatics;Sequences","computational complexity;search problems;string matching","complexity;fixed gap;occurrence pairs;output size;quasi-squares;searching;strings;subword occurrence repeats","","5","","26","","","2000","27 Sep 2000-29 Sep 2000","IEEE","IEEE Conference Publications"
