"http://ieeexplore.ieee.org/search/searchresult.jsp?ar=1432224,1414607,1432745,1431525,1431429,1431455,1414536,1431498,1431519,1432707,1421022,1433028,1414573,1431515,1432281,1414363,1414421,1414584,1431458,1432674,1428562,1428560,1429797,1428508,1428838,1430839,1428454,1428561,1428448,1428453,1428466,1429714,1428468,1430728,1428462,1430729,1416274,1415156,1415298,1415292,1416349,1415157,1427120,1415801,1415161,1416476,1427157,1427094,1415160,1415288,1416348,1415299,1415687,1416315,1415178,1415138,1416462,1416213,1427067,1415455,1242393,1315543,1423029,1315544,1214640,1415362,1214638,1422956,1363730,1257254,1415430,1415428,1415454,1373763,1315545,1415437,1425564,1415363,1242432,1424795,1415438,1415364,1415451,1344508,1415427,1415435,1415436,1409682,1423981,1423284,1424283,1423772,1423486,1423495,1423546,1409688,1423499,1424270,1424276,1423498",2017/05/04 21:47:42
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Improving content based image retrieval systems using finite multinomial dirichlet mixture","N. Bouguila; D. Ziou","Dept. d'Informatique, Univ. de Sherbrooke, Que.","Proceedings of the 2004 14th IEEE Signal Processing Society Workshop Machine Learning for Signal Processing, 2004.","20050502","2004","","","23","32","The performance of a statistical signal processing system depends in large part on the accuracy of the probabilistic model used. This paper presents a robust probabilistic mixture model based on the multinomial and the Dirichlet distributions. An unsupervised algorithm for learning this mixture is given, too. The proposed approach for estimating the parameters of the multinomial Dirichlet mixture is based on the maximum likelihood (ML) and Newton-Raphson methods. Experimental results involve improving content based image retrieval systems by integrating semantic features and by image database categorization","1551-2541;15512541","POD:0-7803-8608-4","10.1109/MLSP.2004.1422956","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1422956","","Content based retrieval;Image retrieval;Information retrieval;Machine learning;Maximum likelihood estimation;Newton method;Parameter estimation;Power system modeling;Robustness;Signal processing algorithms","Newton-Raphson method;content-based retrieval;image retrieval;maximum likelihood estimation;signal processing;unsupervised learning;visual databases","Newton-Raphson method;content based image retrieval systems;finite multinomial Dirichlet mixture;image database categorization;maximum likelihood method;robust probabilistic mixture model;statistical signal processing system;unsupervised algorithm","","15","","15","","","Sept. 29 2004-Oct. 1 2004","","IEEE","IEEE Conference Publications"
"Global survey and statistics of radio-frequency interference in AMSR-E land observations","E. G. Njoku; P. Ashcroft; T. K. Chan; Li Li","Jet Propulsion Lab., California Inst. of Technol., Pasadena, CA, USA","IEEE Transactions on Geoscience and Remote Sensing","20050425","2005","43","5","938","947","Radio-frequency interference (RFI) is an increasingly serious problem for passive and active microwave sensing of the Earth. To satisfy their measurement objectives, many spaceborne passive sensors must operate in unprotected bands, and future sensors may also need to operate in unprotected bands. Data from these sensors are likely to be increasingly contaminated by RFI as the spectrum becomes more crowded. In a previous paper we reported on a preliminary investigation of RFI observed over the United States in the 6.9-GHz channels of the Advanced Microwave Scanning Radiometer (AMSR-E) on the Earth Observing System Aqua satellite. Here, we extend the analysis to an investigation of RFI in the 6.9- and 10.7-GHz AMSR-E channels over the global land domain and for a one-year observation period. The spatial and temporal characteristics of the RFI are examined by the use of spectral indices. The observed RFI at 6.9 GHz is most densely concentrated in the United States, Japan, and the Middle East, and is sparser in Europe, while at 10.7 GHz the RFI is concentrated mostly in England, Italy, and Japan. Classification of RFI using means and standard deviations of the spectral indices is effective in identifying strong RFI. In many cases, however, it is difficult, using these indices, to distinguish weak RFI from natural geophysical variability. Geophysical retrievals using RFI-filtered data may therefore contain residual errors due to weak RFI. More robust radiometer designs and continued efforts to protect spectrum allocations will be needed in future to ensure the viability of spaceborne passive microwave sensing.","0196-2892;01962892","","10.1109/TGRS.2004.837507","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1424270","Advanced Microwave Scanning Radiometer (AMSR);microwave radiometry;microwave remote sensing;radio-frequency interference (RFI)","Earth Observing System;Europe;Geophysical measurements;Information retrieval;Microwave radiometry;Pollution measurement;Radio frequency;Radiofrequency interference;Satellite broadcasting;Statistics","artificial satellites;geophysical techniques;microwave measurement;radiofrequency interference;radiometers;remote sensing","10.7 GHz;6.9 GHz;AMSR-E land observations;Earth Observing System Aqua satellite;advanced microwave scanning radiometer;geophysical retrievals;microwave radiometry;microwave remote sensing;natural geophysical variability;radio-frequency interference;robust radiometer designs;spaceborne passive microwave sensing;spaceborne passive sensors;spectral indices;spectrum allocations;unprotected bands","","150","","13","","","May 2005","","IEEE","IEEE Journals & Magazines"
"Multi-instrument musical transcription using a dynamic graphical model","B. K. Vogel; M. I. Jordan; D. Wessel","Dept. of Electr. Eng. & Comput. Sci., California Univ., Berkeley, CA, USA","Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.","20050509","2005","5","","v/493","v/496 Vol. 5","We present a dynamic graphical model (DGM) for automated multi-instrument musical transcription. By multi-instrument transcription, we mean a system capable of listening to a recording in which two or more instruments are playing, and identifying both the notes that were played and the instruments that played them. Our transcription system models two musical instruments, each capable of playing at most one note at a time. We present results for two-instrument transcription on piano and violin sounds.","1520-6149;15206149","POD:0-7803-8874-7","10.1109/ICASSP.2005.1416348","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1416348","","Audio recording;Bayesian methods;Computer science;Graphical models;Instruments;Music information retrieval;Robustness;Speech recognition;Statistics;Timbre","acoustic signal processing;audio signal processing;belief networks;music;musical instruments","automated music transcription;dynamic Bayesian network;dynamic graphical model;instrument identification;multi-instrument musical transcription;note identification;piano sounds;violin sounds","","0","","10","","","18-23 March 2005","","IEEE","IEEE Conference Publications"
"Detecting Group Interest-Level in Meetings","D. Gatica-Perez; L. McCowan; Dong Zhang; S. Bengio","IDIAP Res. Inst., Martigny, Switzerland","Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.","20050509","2005","1","","489","492","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01415157.png"" border=""0"">","1520-6149;15206149","POD:0-7803-8874-7","10.1109/ICASSP.2005.1415157","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1415157","","Audio recording;Auditory displays;Automatic speech recognition;Cameras;Data mining;Hidden Markov models;Humans;Information retrieval;Microphones;Psychology","audio recording;hidden Markov models;information retrieval;speech processing","HMM;audio-visual cues;automatic detection;browsing;group interest-level;hidden Markov models;human annotation;meeting recordings;multi-modal approach;multi-stream approach;performance measures;precision;recall;relevance;relevant segments;retrieval;single-stream approach;summarization","","15","","10","","","March 18-23, 2005","","IEEE","IEEE Conference Publications"
"Speech recognition of a named entity","T. Tomita; Y. Okimoto; H. Yamamoto; Y. Sagisaka","GITI, Waseda Univ., Tokyo, Japan","Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.","20050509","2005","1","","1057","1060","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01415299.png"" border=""0"">","1520-6149;15206149","POD:0-7803-8874-7","10.1109/ICASSP.2005.1415299","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1415299","","Books;Information retrieval;Laboratories;Merging;Motion pictures;Natural languages;Speech processing;Speech recognition;Statistics;Target recognition","hierarchical systems;query processing;sequences;speech recognition;statistical analysis;vocabulary","continuous speech recognition;hierarchical language model;movie-title identification;multiple word sequences;multiple word successions;named entity speech recognition;out-of-vocabulary model;phonotactic constraints;word N-grams;word-class N-grams","","0","","7","","","March 18-23, 2005","","IEEE","IEEE Conference Publications"
"Modeling and measurement of rainfall by ground-based multispectral microwave radiometry","F. S. Marzano; D. Cimini; P. Ciotti; R. Ware","Center of Excellence CETEMPS, Univ. of L'Aquila, Italy","IEEE Transactions on Geoscience and Remote Sensing","20050425","2005","43","5","1000","1011","The potential of ground-based multispectral microwave radiometers in retrieving rainfall parameters is investigated by coupling physically oriented models and retrieval methods with a large set of experimental data. Measured data come from rain events that occurred in the USA at Boulder, Colorado, and at the Atmospheric Radiation Measurement (ARM) Program's Southern Great Plains (SGP) site in Lamont, OK. Rain cloud models are specified to characterize both nonraining clouds, stratiform and convective rainfall. Brightness temperature numerical simulations are performed for a set of frequencies from 20 to 60 GHz at zenith angle, representing the channels currently deployed on a commercially available ground-based radiometric system. Results are illustrated in terms of comparisons between measurements and model data in order to show that the observed radiometric signatures can be attributed to rainfall scattering and absorption. A new statistical inversion algorithm, trained by synthetic data and based on principal component analysis is also developed to classify the meteorological background, to identify the rain regime, and to retrieve rain rate from passive radiometric observations. Rain rate estimate comparisons with simultaneous rain gauge data and rain effect mitigation methods are also discussed.","0196-2892;01962892","","10.1109/TGRS.2004.839595","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1424276","Atmospheric retrieval;ground-based remote sensing;microwave radiometry;radiative transfer;rainfall","Atmospheric measurements;Atmospheric modeling;Brightness temperature;Clouds;Information retrieval;Microwave measurements;Microwave radiometry;Microwave theory and techniques;Radiometers;Rain","atmospheric optics;atmospheric techniques;microwave measurement;radiative transfer;radiometry;rain;remote sensing","20 to 60 GHz;Atmospheric Radiation Measurement;Boulder;Colorado;Southern Great Plains site;atmospheric absorption;atmospheric retrieval;atmospheric scattering;brightness temperature numerical simulations;convective rainfall;ground-based multispectral microwave radiometers;ground-based remote sensing;microwave radiometry;principal component analysis;radiative transfer;rain cloud models;rain effect mitigation methods;rain gauge data;rain rate retrieval;statistical inversion algorithm;stratiform rainfall;zenith angle","","11","","21","","","May 2005","","IEEE","IEEE Journals & Magazines"
"Negotiating context information in context-aware systems","M. Khedr; A. Karmouch","Dept. of Electr. & Comput. Eng., Ottawa Univ., Ont., Canada","IEEE Intelligent Systems","20050502","2004","19","6","21","29","Context-aware environments must allow adaptive and autonomous access to context information. This multi-agent middleware uses a negotiation protocol and ontology model to make the environment more easily personalized at runtime and adapted and managed at provisioning time. In a pervasive environment, a wide range of devices and resources use heterogeneous networks to perform the tasks involved in spontaneous ad hoc communication. The environment's infrastructure must therefore make available a rich set of computing capabilities and services at all times and in all locations in a transparent, integrated, and convenient way. Context provides perceptual information about the location and status of the people, places, and other devices in the environment.","1541-1672;15411672","","10.1109/MIS.2004.70","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1363730","Semantic Web;context-aware systems;intelligent Web services;multiagent systems;ontology design;pervasive computing","Computer architecture;Context modeling;Context-aware services;Environmental management;Information representation;Information retrieval;Monitoring;Ontologies;Protocols;Quality management","middleware;multi-agent systems;ontologies (artificial intelligence);open systems;ubiquitous computing","ad hoc communication;context-aware environment;heterogeneous network;middleware;multi-agent system;ontology model;pervasive computing","","40","","8","","","Nov.-Dec. 2004","","IEEE","IEEE Journals & Magazines"
"Multiple fundamental frequency estimation of polyphonic music signals","Chunghsin Yeh; A. Robel; X. Rodet","Anal.-Synthesis team, IRCAM, Paris, France","Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.","20050509","2005","3","","iii/225","iii/228 Vol. 3","The article is concerned with the estimation of fundamental frequencies, or F0s, in polyphonic music. We propose a new method for jointly evaluating multiple F0 hypotheses based on three physical principles, harmonicity, spectral smoothness and synchronous amplitude evolution, within a single source. Based on the generative quasiharmonic model, a set of hypothetical partial sequences is derived and an optimal assignment of the observed peaks to the hypothetical sources and noise is performed. The hypothetical partial sequences are then evaluated by a score function which formulates the guiding principles in a mathematical manner. The algorithm has been tested on a large collection of artificially mixed polyphonic samples and the results show the competitive performance of the proposed method.","1520-6149;15206149","POD:0-7803-8874-7","10.1109/ICASSP.2005.1415687","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1415687","","Frequency estimation;Instruments;Interference;Multiple signal classification;Music information retrieval;Noise generators;Reverberation;Rhythm;Signal analysis;Testing","audio signal processing;frequency estimation;music;sequences","generative quasiharmonic model;harmonicity;hypothetical partial sequences;multiple fundamental frequency estimation;polyphonic music signals;score function;spectral smoothness;synchronous amplitude evolution","","8","5","11","","","18-23 March 2005","","IEEE","IEEE Conference Publications"
"A comparative study of three moment-based shape descriptors","M. E. Celebi; Y. A. Aslandogan","Dept. of Comput. Sci. & Eng., Univ. of Texas at Arlington, TX, USA","International Conference on Information Technology: Coding and Computing (ITCC'05) - Volume II","20050516","2005","1","","788","793 Vol. 1","Shape is one of the fundamental visual features in the content-based image retrieval (CBIR) paradigm. Numerous shape descriptors have been proposed in the literature. These can be broadly categorized as region-based and contour-based descriptors. Contour-based shape descriptors make use of only the boundary information, ignoring the shape interior content. Therefore, these descriptors cannot represent shapes for which the complete boundary information is not available. On the other hand, region-based descriptors exploit both boundary and internal pixels, and therefore are applicable to generic shapes. Among the region-based descriptors, moments have been very popular since they were first introduced in the 60's. In this paper, we study and compare three moment-based descriptors: Invariant moments, Zernike moments, and radial Chebyshev moments. Experiments on the MPEG-7 shape databases show that radial Chebyshev moments achieve the highest retrieval performance.","","POD:0-7695-2315-3","10.1109/ITCC.2005.3","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1428560","","Chebyshev approximation;Computer science;Content based retrieval;Image databases;Image retrieval;Information retrieval;MPEG 7 Standard;Shape measurement;Spatial databases;Visual databases","Chebyshev approximation;Zernike polynomials;content-based retrieval;image representation;image retrieval;visual databases","MPEG-7 shape databases;Zernike moments;boundary information;content-based image retrieval paradigm;contour-based shape descriptors;internal pixels;invariant moments;radial Chebyshev moments;region-based shape descriptors;shape interior content;three moment-based shape descriptors","","27","","18","","","4-6 April 2005","","IEEE","IEEE Conference Publications"
"A system for distributed image acquisition, content-analysis and similarity retrieval","I. Noorzaie; Y. A. Aslandogan; M. E. Celebi","Dept. of Comput. Sci. & Eng., Texas Univ., Arlington, TX, USA","Proceedings of the 2004 IEEE International Conference on Information Reuse and Integration, 2004. IRI 2004.","20050523","2004","","","168","173","Emergence of mobile communications devices capable of acquiring high-resolution images and sensor devices with communication capabilities contributes to the increasing feasibility of remote screening of various medical and environmental conditions. In this work we present a system that supports remote acquisition of images and similarity retrieval from a centralized database after automatic content analysis. The system supports remote image acquisition by a device such as a smart phone, wireless PDA or digital camera, and communication via the Internet. While the system architecture is generic to accommodate various uses, we have implemented a prototype for the remote screening of skin lesion images. Accordingly, the system incorporates content analysis modules such as a segmentation module, shape analyzers and a shape-feature based similarity computation module. The whole process is automated: clients use a Web interface to submit a query image, which goes through an automated analysis procedure and produces an interactive report containing similar images and a risk analysis report. Immediate application areas include distributed detection and monitoring of environmental hazards, recognition of biochemical security threats and medical conditions.","","POD:0-7803-8819-4","10.1109/IRI.2004.1431455","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1431455","","Biomedical imaging;Content based retrieval;Image analysis;Image databases;Image retrieval;Image sensors;Information retrieval;Mobile communication;Risk analysis;Smart phones","Internet;content-based retrieval;image recognition;image retrieval;mobile communication;mobile computing;visual databases","Web interface;automatic content-analysis;biochemical security threat;centralized database;distributed detection;distributed image acquisition;environmental hazards;high-resolution images;mobile communication devices;query image;remote image acquisition;risk analysis report;skin lesion images","","0","1","31","","","8-10 Nov. 2004","","IEEE","IEEE Conference Publications"
"A solution to illumination variation problem in shot detection","Geng Yuliang; Xu De","Inst. of Comput. Sci., Jiao Tong Univ., Beijing, China","2004 IEEE Region 10 Conference TENCON 2004.","20050523","2004","B","","81","84 Vol. 2","Illumination variation problem is a crucial issue in the shot change detection because illumination change often induces a false shot boundary. In this paper, we present an efficient method that utilizes the edge direction histogram to reduce the false shot detection. A measure based on voting rule is defined to compute the similarities of the frame pairs. The experimental results show that our method achieves a high recall and precision with low computational complexity. The selection of two important thresholds is also discussed in detail.","","POD:0-7803-8560-8","10.1109/TENCON.2004.1414536","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1414536","","Cameras;Computational complexity;Computer science;Gunshot detection systems;Histograms;Information retrieval;Layout;Lighting;Video sharing;Voting","computational complexity;edge detection;lighting","computational complexity;edge direction histogram;false shot boundary;illumination variation problem;shot detection;voting rule","","1","","8","","","21-24 Nov. 2004","","IEEE","IEEE Conference Publications"
"Multi-page list extraction: an agent-oriented approach to user-driven information extraction","A. Arpteg","Dept. of Technol., Kalmar Univ., Sweden","International Conference on Integration of Knowledge Intensive Multi-Agent Systems, 2005.","20050509","2005","","","431","437","<div style=""font-variant: small-caps; font-size: .9em;"">First Page of the Article</div><img class=""img-abs-container"" style=""width: 95%; border: 1px solid #808080;"" src=""/xploreAssets/images/absImages/01427120.png"" border=""0"">","","POD:0-7803-9013-X","10.1109/KIMAS.2005.1427120","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1427120","","Data mining;Data structures;Information retrieval;Monitoring;Natural languages;Navigation;Ontologies;Web and internet services;Web sites","Internet;Java;data mining;document handling;information retrieval;ontologies (artificial intelligence);software agents","ISSIE system;JADE agent framework;Web sites;Web surfing;agent-oriented approach;knowledge base;multipage list extraction;multipage list management;ontologies;semistructured information;train-by-example;user-driven information extraction","","0","","19","","","April 18-21, 2005","","IEEE","IEEE Conference Publications"
"Experimental result of feature extraction method for digital traditional Japanese crafting system","K. Sugita; T. Ishida; A. Miyakawa; L. Barolli; Y. Shibata","Fukuoka Inst. of Technol., Japan","19th International Conference on Advanced Information Networking and Applications (AINA'05) Volume 1 (AINA papers)","20050425","2005","1","","235","240 vol.1","In this paper, we show the experimental result of feature extraction method for digital traditional Japanese crafting system to provide a user with the desired presentation space. The quantitative feature values are extracted by using visual pattern image coding (VPIC). These values include the total number, the frequency, the dispersion rate and the deviation rate for different edges. The quantitative feature values for traditional Japanese crafting objects are registered in the multimedia database and the relation between Kansei words and the sensitive feature of traditional Japanese crafting objects are analyzed by using the questionnaire. Then, the sensitive features are compared with the quantitative feature values. Through the above process, we can find the relation between the design pattern components and edge types using VPIC. We extract quantitative feature value by the VPIC system and evaluate its performance by test patterns and traditional fitting objects. The experimental results show that by finding the relation between the design pattern components and the edge types using the VPIC, the KRM can be realized.","1550-445X;1550445X","POD:0-7695-2249-1","10.1109/AINA.2005.178","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423498","","Feature extraction;Image coding;Image retrieval;Information retrieval;Multimedia databases;Process design;Product design;System testing;Technology planning;Textiles","art;edge detection;feature extraction;image coding;image registration;image retrieval;multimedia databases;natural languages;virtual reality","KRM;Kansei words;VPIC;crafting objects;digital traditional Japanese crafting system;feature extraction method;multimedia database;visual pattern image coding","","1","","9","","","28-30 March 2005","","IEEE","IEEE Conference Publications"
"Generalized group testing for retrieving distributed information","Yao-Win Hong; A. Scaglione","Sch. of Electr. & Comput. Eng., Cornell Univ., Ithaca, NY, USA","Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.","20050509","2005","3","","iii/681","iii/684 Vol. 3","The goal of group testing is to efficiently classify the state of a set of distributed agents through a sequence of tests by imposing each test simultaneously upon groups of agents. In this work, we describe the concept of group testing in a generalized framework and propose to apply this concept to solve the scheduling and multiple access problem in a large scale wireless sensor network. Since the standard approach is to dedicate a single channel to each sensor, we discuss the efficiency of group testing by comparing it to the case where each sensor is tested individually. Through the sequence of tests, the group testing strategy successively refines the observation space of the set of sensors and eventually identifies the status of each sensor when the space is refined to only one element. We show that the successive refinement property of group testing (similar to that of arithmetic coding) plays an important role in its performance. Based on this concept, we provide insight into choosing optimal group testing strategies for general applications.","1520-6149;15206149","POD:0-7803-8874-7","10.1109/ICASSP.2005.1415801","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1415801","","Aggregates;Algorithm design and analysis;Blood;Distributed computing;Electronic mail;Information retrieval;Large-scale systems;Testing;Wireless networks;Wireless sensor networks","access protocols;multi-access systems;multi-agent systems;scheduling;wireless sensor networks","distributed agents;distributed information retrieval;generalized group testing;large scale wireless sensor network;multiple access problem;performance;scheduling;successive refinement property","","2","","13","","","18-23 March 2005","","IEEE","IEEE Conference Publications"
"MORSA: an algorithm to discover association rules in image data using recurrent items and significant rare items","Sang-Kee Suk; Im-Young Song; Kyung-Chang Kim","Dept. of Comput. Sci. & Eng., Seoul Nat. Univ. of Technol., South Korea","Proceedings of the 2004 IEEE International Conference on Information Reuse and Integration, 2004. IRI 2004.","20050523","2004","","","426","432","Based on preliminary image processing, and content-based image retrieval technology, this paper presents MORSA, an algorithm for discovering association rules among image data using recurrent items and rare items in images stored in image data repository. The rare items to be considered are items that occur infrequently but that take place concurrently with some specific items that happen with frequency above a certain threshold.","","POD:0-7803-8819-4","10.1109/IRI.2004.1431498","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1431498","","Association rules;Computer science;Content based retrieval;Data engineering;Data mining;Frequency;Image processing;Image retrieval;Information retrieval;Multimedia databases","content-based retrieval;data mining;image retrieval;multimedia databases;visual databases","MORSA;association rule;content-based image retrieval;image data repository;image database;image processing;recurrent item;significant rare item","","0","","7","","","8-10 Nov. 2004","","IEEE","IEEE Conference Publications"
"Decision making with fuzzy-belief-state-based reasoning","L. R. Liang; C. G. Looney","Dept. of Comput. Sci., Columbia Univ., New York, NY, USA","Proceedings of the 2004 IEEE International Conference on Information Reuse and Integration, 2004. IRI 2004.","20050523","2004","","","553","558","An outstanding problem is how to make decisions with uncertain and incomplete data from disparate sources without NP-hard algorithms. Here we introduce a new reasoning methodology, fuzzy-belief-state-based reasoning, to solve this problem. In this methodology, we first create a fuzzy-belief-state base for a system from its historical data. For any component n(n=1,...,N) of the set of empirical state vectors, the values of that component are clustered into Low, Medium and High fuzzy sets. Then each state vector is fuzzified into a fuzzy-belief-state vector of N triples, where the n-th triple contains the fuzzy truths of membership of the variable value in these respective three fuzzy sets. Each such vector of N triples is associated with a decision to form a fuzzy-belief-case and such cases comprise a fuzzy-belief-state base. Then, when given an observed state vector that is incomplete and uncertain, we mine fuzzy association rules from the fuzzy-belief-state base and apply them to infer the missing values and their fuzzy beliefs based on that incomplete observation. The completed observation is used to match fuzzy-belief-state vectors in the fuzzy-belief-state base. Decisions of the best matching cases are retrieved for use as in case-based reasoning.","","POD:0-7803-8819-4","10.1109/IRI.2004.1431519","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1431519","","Association rules;Clustering algorithms;Computer science;Data mining;Decision making;Fuzzy sets;Information retrieval;Pattern recognition;Resource management;Uncertainty","belief networks;case-based reasoning;computational complexity;decision making;fuzzy reasoning;fuzzy systems;uncertainty handling","NP-hard algorithms;case-based reasoning;decision making;empirical state vectors;fuzzy association rules;fuzzy sets;fuzzy-belief-state-based reasoning;reasoning methodology","","1","","30","","","8-10 Nov. 2004","","IEEE","IEEE Conference Publications"
"Two kinds of timing cues and their usage in concept detection in news video","Dong Wang; Dayong Ding; Le Chen; Shen Zhang; Fuzong Lin; Bo Zhang","Dept. of Comput. Sci. & Technol., Tsinghua Univ., Beijing, China","Proceedings. (ICASSP '05). IEEE International Conference on Acoustics, Speech, and Signal Processing, 2005.","20050502","2005","2","","ii/517","ii/520 Vol. 2","Two open problems remain unsolved in the content based video retrieval area. Firstly, how to find useful information and express it by different features. Secondly, how to fuse the heterogeneous information together to boost the retrieval performance beyond any single component. The paper presents two kinds of timing information and their use in concept detection in news video, and a novel non-linear information fusion method to combine timing cues with other information from different sources. Experiments on the TRECVID 2004 dataset show that timing cues can boost performance when combined with other information.","1520-6149;15206149","POD:0-7803-8874-7","10.1109/ICASSP.2005.1415455","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1415455","","Computer science;Content based retrieval;Data mining;Fuses;Image retrieval;Information retrieval;Laboratories;Shape;Spatial databases;Timing","content-based retrieval;feature extraction;image retrieval;timing;video signal processing","concept detection;content based video retrieval;news video;nonlinear information fusion method;timing cues;timing information","","0","","13","","","18-23 March 2005","","IEEE","IEEE Conference Publications"
"Indexing useful structural patterns for XML query processing","Wang Lian; N. Mamoulis; D. W. Cheung; S. M. Yiu","Fac. of Inf. Technol., Macao Univ. of Sci. & Technol., China","IEEE Transactions on Knowledge and Data Engineering","20050523","2005","17","7","997","1009","Queries on semistructured data are hard to process due to the complex nature of the data and call for specialized techniques. Existing path-based indexes and query processing algorithms are not efficient for searching complex structures beyond simple paths, even when the queries are high-selective. We introduce the definition of minimal infrequent structures (MIS), which are structures that 1) exist in the data, 2) are not frequent with respect to a support threshold, and 3) all substructures of them are frequent. By indexing the occurrences of MIS, we can efficiently locate the high-selective substructures of a query, improving search performance significantly. An efficient data mining algorithm is proposed, which finds the minimal infrequent structures. Their occurrences in the XML data are then indexed by a lightweight data structure and used as a fast filter step in query evaluation. We validate the efficiency and applicability of our methods through experimentation on both synthetic and real data.","1041-4347;10414347","","10.1109/TKDE.2005.110","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1432707","Index Terms- Query processing;XML/XSL/RDF;document indexing.;mining methods and algorithms","Computer Society;Data mining;Data structures;Databases;Filters;Indexes;Indexing;Information retrieval;Query processing;XML","XML;data mining;data structures;database indexing;query processing","RDF;XML query processing;XSL;data mining algorithm;document indexing;high-selective substructures;lightweight data structure;minimal infrequent structures;path-based indexes;query evaluation;semistructured data queries;structural pattern indexing","","6","","31","","","July 2005","","IEEE","IEEE Journals & Magazines"
"A criterion for optimizing kernel parameters in KBDA for image retrieval","Lei Wang; Kap Luk Chan; Ping Xue","Sch. of Electr. & Electron. Eng., Nanyang Technol. Univ., Singapore","IEEE Transactions on Systems, Man, and Cybernetics, Part B (Cybernetics)","20050516","2005","35","3","556","562","A criterion is proposed to optimize the kernel parameters in kernel-based biased discriminant analysis (KBDA) for image retrieval. Kernel parameter optimization is performed by optimizing the kernel space such that the positive images are well clustered while the negative ones are pushed far away from the positives. The proposed criterion measures the goodness of a kernel space, and the optimal kernel parameter set is obtained by maximizing this criterion. Retrieval experiments on two benchmark image databases demonstrate the effectiveness of proposed criterion for KBDA to achieve the best possible performance at the cost of a small fractional computational overhead.","1083-4419;10834419","","10.1109/TSMCB.2005.846660","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1430839","Content-based image retrieval;kernel parameter optimization;kernel-based biased discriminant analysis;relevance feedback","Costs;Feedback;Image analysis;Image databases;Image retrieval;Information retrieval;Kernel;Machine learning;Support vector machines;Training data","content-based retrieval;image retrieval;optimisation;relevance feedback;statistical analysis;visual databases","KBDA;benchmark image databases;content-based image retrieval;kernel parameter optimization;kernel-based biased discriminant analysis;positive images;relevance feedback","Algorithms;Artificial Intelligence;Cluster Analysis;Computer Graphics;Discriminant Analysis;Image Enhancement;Image Interpretation, Computer-Assisted;Information Storage and Retrieval;Numerical Analysis, Computer-Assisted;Pattern Recognition, Automated;Signal Processing, Computer-Assisted;Subtraction Technique","24","","19","","","June 2005","","IEEE","IEEE Journals & Magazines"
